,c1,c2
2964,353017.0,0.004552471595895152
3577,353630.0,0.004556866147267038
18429,368482.0,0.004561724101606615
15982,366035.0,0.004565051792740105
21967,372020.0,0.004573985067246669
712,350765.0,0.0045900620175168575
12983,363036.0,0.0045920150419470895
16321,366374.0,0.004592246887978917
13474,363527.0,0.004592808780201972
15946,365999.0,0.004600743377866611
6764,356817.0,0.004601525117785764
4689,354742.0,0.004603790567649689
21270,371323.0,0.004604085094617971
22472,372525.0,0.004608051203366363
14021,364074.0,0.004618077582572583
8928,358981.0,0.004618346809684968
151,350204.0,0.004618891045386176
1025,351078.0,0.004619778512261473
11141,361194.0,0.004620185571432039
8522,358575.0,0.004634267953847969
12148,362201.0,0.004649482005176743
1600,351653.0,0.0046580462488994435
4634,354687.0,0.004662132432009927
21949,372002.0,0.004664434923702983
23965,374018.0,0.004671582922593909
15644,365697.0,0.004679809377520008
15613,365666.0,0.004681760908236109
20941,370994.0,0.004682047274507633
1837,351890.0,0.004683893486933652
11498,361551.0,0.004685907580465011
5474,355527.0,0.004686276870562651
17481,367534.0,0.00468649958946177
20447,370500.0,0.004687097777468285
8440,358493.0,0.004695092371997863
17945,367998.0,0.004714254089583529
15992,366045.0,0.004725052952744547
15716,365769.0,0.00472969009173031
17911,367964.0,0.004733328856457553
4717,354770.0,0.00473760575465862
22049,372102.0,0.004746253622833652
14641,364694.0,0.004748896082855744
17548,367601.0,0.0047644138606777915
2543,352596.0,0.004774867852901887
15901,365954.0,0.004776362719922344
20831,370884.0,0.004780348751767024
23226,373279.0,0.0047822709657230605
5686,355739.0,0.004785281480177528
3888,353941.0,0.0048048338046285674
3275,353328.0,0.004809252450144859
1755,351808.0,0.004812875530481616
3512,353565.0,0.004819088709670144
10882,360935.0,0.004819466116481679
4115,354168.0,0.004821440592121237
3633,353686.0,0.004823942604263897
21824,371877.0,0.004825179202854515
4066,354119.0,0.0048309005244064505
22537,372590.0,0.004830978318299305
17787,367840.0,0.004836314817650894
17603,367656.0,0.004839413227005862
20188,370241.0,0.004843791195633774
8218,358271.0,0.004844840284716421
6351,356404.0,0.004855950180196426
3639,353692.0,0.004860870373923036
20187,370240.0,0.004863615563469396
11125,361178.0,0.004871505682405464
711,350764.0,0.004872129795895991
2363,352416.0,0.004881747729263008
4576,354629.0,0.004882000295863685
22354,372407.0,0.0048834599551063
12794,362847.0,0.004884048370998419
4264,354317.0,0.004889483248955964
17052,367105.0,0.00489590572501369
25,350078.0,0.0048990950354736995
1417,351470.0,0.0049093998504647655
24436,374489.0,0.004918089181423242
23266,373319.0,0.004919091629405143
24962,375015.0,0.004927183263531974
18577,368630.0,0.004930011959312872
19382,369435.0,0.004942411910158444
11246,361299.0,0.0049436615753793555
8756,358809.0,0.004943840569702539
19730,369783.0,0.004943842971343529
375,350428.0,0.004944201110493407
15395,365448.0,0.004945763314301257
8838,358891.0,0.004956127008789631
2007,352060.0,0.0049644880489163505
24422,374475.0,0.004967122315099084
21943,371996.0,0.004967178164370577
15277,365330.0,0.004969163944006867
19526,369579.0,0.004971064096940401
7185,357238.0,0.00497899399931603
23125,373178.0,0.0049890371413936225
4677,354730.0,0.0049898193581075475
23265,373318.0,0.004990428095582659
17296,367349.0,0.004991695197209032
8659,358712.0,0.004994950785498023
2630,352683.0,0.00499857470313196
6509,356562.0,0.005000021359253284
20850,370903.0,0.005004748607295299
15849,365902.0,0.005007728038542274
24176,374229.0,0.005008319435020382
18491,368544.0,0.005013987987203222
11255,361308.0,0.0050145499434426635
5980,356033.0,0.005015061449209059
16007,366060.0,0.005018457193715982
4493,354546.0,0.0050256682523896
13935,363988.0,0.005026720070804714
2324,352377.0,0.005036501448339254
5353,355406.0,0.005041050233269378
2192,352245.0,0.005042524548773512
6237,356290.0,0.005043461097946902
11566,361619.0,0.005059190302616453
20714,370767.0,0.00506307459482027
7169,357222.0,0.005064509556232507
13763,363816.0,0.005065368196800715
4599,354652.0,0.00506997772443832
14919,364972.0,0.005077728769993689
660,350713.0,0.005085536010406908
9804,359857.0,0.0050872292725638564
5120,355173.0,0.005092251904890914
17066,367119.0,0.005093804319479611
13364,363417.0,0.005094640898397151
4479,354532.0,0.005095144447473252
20472,370525.0,0.005096018855880715
10979,361032.0,0.005096183120344217
20799,370852.0,0.005097926325875394
23261,373314.0,0.005097966195412759
1712,351765.0,0.005104894822160006
5757,355810.0,0.005108548555952291
13148,363201.0,0.005113530873292368
7109,357162.0,0.0051169953110023645
11563,361616.0,0.005117466265423551
16983,367036.0,0.0051284685220120306
8531,358584.0,0.005130906943097568
11020,361073.0,0.005136098364586209
6180,356233.0,0.005137248887239683
17622,367675.0,0.005145660946060446
3562,353615.0,0.005145927529521125
22078,372131.0,0.005147687686861819
4577,354630.0,0.005151102085005243
8017,358070.0,0.005153761438662745
5217,355270.0,0.0051639127706908485
19001,369054.0,0.005164064577359683
2676,352729.0,0.005164567461148819
11783,361836.0,0.005185049520985741
18912,368965.0,0.005186117044471059
18911,368964.0,0.005192555632600889
17353,367406.0,0.005195813715530327
23456,373509.0,0.0051981573766848276
18865,368918.0,0.00520162284941908
7196,357249.0,0.0052092340911306075
4919,354972.0,0.0052101082828786985
5501,355554.0,0.005210386930498153
22261,372314.0,0.005210955342408924
11476,361529.0,0.005211229752125002
15229,365282.0,0.005226535966755164
3671,353724.0,0.0052309161786779895
2620,352673.0,0.0052311167682180726
22666,372719.0,0.005231273193907144
12094,362147.0,0.00523261965753065
17630,367683.0,0.005234218261335598
10071,360124.0,0.005236352695260456
22022,372075.0,0.005237874138195828
2671,352724.0,0.005241224657817021
12192,362245.0,0.0052432002015097715
11042,361095.0,0.005246722065007113
24177,374230.0,0.005250509205624424
20092,370145.0,0.00526084656705382
17289,367342.0,0.0052727441996527945
23255,373308.0,0.005280910433505151
13670,363723.0,0.005284715088898491
13591,363644.0,0.005287789955542989
13282,363335.0,0.005292822212887266
14871,364924.0,0.0052946608603055756
11860,361913.0,0.0052951281931091655
21127,371180.0,0.005295629124886214
20348,370401.0,0.005299572622265176
4640,354693.0,0.005307683969281074
22461,372514.0,0.0053106926021055725
22268,372321.0,0.005310910270075539
6596,356649.0,0.005313504090185202
9305,359358.0,0.005315456836889766
19179,369232.0,0.005315756639739265
14330,364383.0,0.005318782289459891
9817,359870.0,0.005319937946859892
10693,360746.0,0.005325162225257218
6407,356460.0,0.005329981866209729
23520,373573.0,0.00533180539419949
20083,370136.0,0.005339733378844574
13398,363451.0,0.005346080194261728
9510,359563.0,0.005346648709450407
8633,358686.0,0.00534806378526325
18428,368481.0,0.005349324315568566
22625,372678.0,0.005351023742365449
3482,353535.0,0.005351520855394355
11482,361535.0,0.005353630050373473
10457,360510.0,0.005378329319194781
4633,354686.0,0.005380916815364497
4404,354457.0,0.005381240349355015
17476,367529.0,0.005385331468944778
137,350190.0,0.005386036161649365
11889,361942.0,0.005388498993427418
12887,362940.0,0.0053925081742223656
24862,374915.0,0.0053926477717091865
1108,351161.0,0.005392890778794426
11643,361696.0,0.00539369942438948
2482,352535.0,0.0054044460180774495
11401,361454.0,0.005407105447098899
11040,361093.0,0.005408382388750063
11720,361773.0,0.0054102524272477415
15944,365997.0,0.005411782147966561
21232,371285.0,0.0054158993965073765
9860,359913.0,0.005416939812553361
23228,373281.0,0.005418014812777803
1701,351754.0,0.005426727303594077
18694,368747.0,0.005432573178109425
7067,357120.0,0.005438893617237537
22306,372359.0,0.0054484072322232985
18127,368180.0,0.005453497958624839
15567,365620.0,0.00545353372532892
8011,358064.0,0.00545501021222052
18536,368589.0,0.005459438655996815
24500,374553.0,0.005460808113874004
23075,373128.0,0.005462214613880844
1831,351884.0,0.005464368784821216
20694,370747.0,0.005470922438679931
2771,352824.0,0.005472095887910942
3233,353286.0,0.005477674265148054
1302,351355.0,0.0054880783546855955
17197,367250.0,0.005490287204652148
10919,360972.0,0.00549533187820205
6653,356706.0,0.005500220500680751
6069,356122.0,0.005508169397728284
74,350127.0,0.005510903548736796
11074,361127.0,0.005516460105400377
6260,356313.0,0.00552123632987139
8627,358680.0,0.005523772416596322
16896,366949.0,0.005529707176265932
9061,359114.0,0.005532844429399613
24872,374925.0,0.005535588746078377
4013,354066.0,0.005539188645913888
17827,367880.0,0.005546275102789575
21390,371443.0,0.005547073544775943
19184,369237.0,0.005549672957381681
5706,355759.0,0.005560692539610478
22460,372513.0,0.005562942671274177
9803,359856.0,0.005564408323977423
4679,354732.0,0.005571406240751415
2096,352149.0,0.005575780773560502
15296,365349.0,0.005577483089073621
725,350778.0,0.005579680975770832
10703,360756.0,0.005580083004399929
4806,354859.0,0.005596334589614117
1402,351455.0,0.005599263415997654
22386,372439.0,0.005602839949388085
2889,352942.0,0.005603319781763676
13771,363824.0,0.005603988037272309
14761,364814.0,0.005608934473963429
24219,374272.0,0.005609459798054907
10815,360868.0,0.005609984944006792
9131,359184.0,0.005612591110080865
1166,351219.0,0.005613313763268002
22353,372406.0,0.005615135917871369
18309,368362.0,0.005615529227155936
20707,370760.0,0.0056192622208576775
19883,369936.0,0.005620904187045756
17267,367320.0,0.005626279012835386
9073,359126.0,0.005630934931635577
23329,373382.0,0.005639938072933944
1010,351063.0,0.00564309470877288
19200,369253.0,0.005643409950458592
23724,373777.0,0.005653853611613819
22473,372526.0,0.005655454985992083
16506,366559.0,0.0056655263015036395
13715,363768.0,0.005666370417142809
3316,353369.0,0.005670088686975988
6770,356823.0,0.005675609458929316
5600,355653.0,0.00567656055040951
19727,369780.0,0.005683796370377158
3047,353100.0,0.005687622186156177
23909,373962.0,0.0056919757570031175
10609,360662.0,0.005702821603611993
5924,355977.0,0.005707478196024349
14921,364974.0,0.005708607455293575
17162,367215.0,0.005715686047458162
11010,361063.0,0.005720673825134044
14142,364195.0,0.005721096364870323
12152,362205.0,0.005721741922820122
11678,361731.0,0.0057224864593171144
7080,357133.0,0.005724636908456292
21727,371780.0,0.005724669222710072
15621,365674.0,0.005726788508123835
1403,351456.0,0.005730760311168752
7033,357086.0,0.005734977766683928
5676,355729.0,0.005739230166665718
1303,351356.0,0.005743335983248572
18906,368959.0,0.0057456443923603545
18908,368961.0,0.005750282194914028
15062,365115.0,0.005751220808443688
12114,362167.0,0.005751931555903646
402,350455.0,0.005759042253822806
3260,353313.0,0.005761398681001492
18211,368264.0,0.005761654289583616
21798,371851.0,0.005762661301384424
2572,352625.0,0.005764732894838853
15582,365635.0,0.005765014132946702
16991,367044.0,0.005772139290062142
2398,352451.0,0.00577470425579828
23774,373827.0,0.005775061066359058
762,350815.0,0.005777322507620636
11145,361198.0,0.005784633794294622
7916,357969.0,0.0057921542198337336
24286,374339.0,0.0057975802261893495
18839,368892.0,0.0057989829776062705
24506,374559.0,0.005805625203403572
8994,359047.0,0.005807765510180497
2015,352068.0,0.005808157919456231
1707,351760.0,0.005811750985263387
13457,363510.0,0.005818261833072896
6897,356950.0,0.005820088837448324
21356,371409.0,0.005821462510677983
4569,354622.0,0.005822004488570649
12356,362409.0,0.005823213873122295
6833,356886.0,0.005828799494518305
14065,364118.0,0.00582981571387184
385,350438.0,0.005835104623975387
3356,353409.0,0.0058353632153541075
9403,359456.0,0.00583739011433109
7246,357299.0,0.005838097032934344
11431,361484.0,0.0058395270319095225
20975,371028.0,0.005841097065513803
7926,357979.0,0.005845494341552303
13208,363261.0,0.0058504814519227824
12325,362378.0,0.005850581201771602
17879,367932.0,0.005851953059616374
1505,351558.0,0.005853486419669075
1021,351074.0,0.005857528408344146
20379,370432.0,0.005861543162526809
1706,351759.0,0.005862524007331616
11395,361448.0,0.0058629768283085
4625,354678.0,0.005868890527500527
13431,363484.0,0.005868957275680354
7354,357407.0,0.0058720797268944445
6895,356948.0,0.0058724136034715956
13951,364004.0,0.0058871432142244984
12452,362505.0,0.005895655289270815
15377,365430.0,0.005898526044316758
8558,358611.0,0.0059055328812649245
13047,363100.0,0.005911353254618195
17783,367836.0,0.005917532471053326
20962,371015.0,0.005918885567107822
11640,361693.0,0.005920737097426141
16870,366923.0,0.005926195082962702
10654,360707.0,0.005926961558653693
3048,353101.0,0.005928283591750444
14380,364433.0,0.005930405858185914
14532,364585.0,0.005933919232756082
11012,361065.0,0.005935648506349475
226,350279.0,0.005940767162912636
8999,359052.0,0.005942745554896994
22767,372820.0,0.005943757205564878
14119,364172.0,0.005947517706021971
2375,352428.0,0.005949391812783539
5033,355086.0,0.005950568689151616
20207,370260.0,0.0059590827209726124
10447,360500.0,0.005959473903354194
8666,358719.0,0.005960894299797493
18852,368905.0,0.005962815020890837
14889,364942.0,0.005968203921342297
9459,359512.0,0.005971850966055161
21424,371477.0,0.005973056241259937
11149,361202.0,0.005982136102057582
216,350269.0,0.005988436436313105
11416,361469.0,0.005991855060563324
4889,354942.0,0.005992805936707416
6837,356890.0,0.005995636172039433
16224,366277.0,0.005999925719402738
12611,362664.0,0.006003169910458231
21070,371123.0,0.006003457594360756
5079,355132.0,0.0060060072917893234
389,350442.0,0.006007675913443526
2238,352291.0,0.006012045971312625
11568,361621.0,0.006016065390372828
23399,373452.0,0.0060324676778291285
15405,365458.0,0.006034511066492022
6776,356829.0,0.00604095817197881
17614,367667.0,0.006044091154380071
8227,358280.0,0.006044298149531262
12618,362671.0,0.006044993522599914
870,350923.0,0.0060456535782403035
9558,359611.0,0.00604594266943344
18559,368612.0,0.006048307364174379
11745,361798.0,0.006048645158552545
18527,368580.0,0.006056797044891443
6242,356295.0,0.006073005875780799
17665,367718.0,0.006075473603351057
1603,351656.0,0.006078363340569697
16981,367034.0,0.006079733208162059
15844,365897.0,0.006080217700109169
21148,371201.0,0.006088300454965437
6867,356920.0,0.0060913555529859735
17027,367080.0,0.006093925917879321
18756,368809.0,0.006095719086797398
13265,363318.0,0.0060972382648313474
15382,365435.0,0.006098995998468908
2018,352071.0,0.006102477645817905
66,350119.0,0.006103056206734034
2580,352633.0,0.006107527909955936
10018,360071.0,0.00610962057711548
2792,352845.0,0.0061103551735739335
7516,357569.0,0.006110822319556344
22161,372214.0,0.006115212344858056
19102,369155.0,0.006124135178904067
3890,353943.0,0.006126436383026138
4965,355018.0,0.006132265701988846
11044,361097.0,0.006135216566735068
22627,372680.0,0.006138773034449258
10972,361025.0,0.00614310265122153
4086,354139.0,0.006144255224117319
10455,360508.0,0.006149600452841045
19826,369879.0,0.006152253675390914
6070,356123.0,0.006157153234234417
223,350276.0,0.006157234568228351
11984,362037.0,0.00616115055351978
11782,361835.0,0.00616893723642061
2036,352089.0,0.00618081651331706
12146,362199.0,0.006183422167854846
13667,363720.0,0.006183497519040128
3267,353320.0,0.00618406902192382
4815,354868.0,0.006184823301283443
8668,358721.0,0.006185696178652325
3876,353929.0,0.006189022433736244
19276,369329.0,0.006189577455260423
3371,353424.0,0.006192915154256038
6427,356480.0,0.006197541104364413
10006,360059.0,0.006202171126607887
18757,368810.0,0.006203778047819473
2995,353048.0,0.006207172540806445
1744,351797.0,0.006210939575654644
1495,351548.0,0.0062140115018218265
16667,366720.0,0.006214947866602349
3432,353485.0,0.006217224693792245
630,350683.0,0.006229360410852549
2568,352621.0,0.006230410077091759
23109,373162.0,0.006231067866725645
1885,351938.0,0.006236377041423462
20841,370894.0,0.006237202335667341
4758,354811.0,0.0062545927922870274
12450,362503.0,0.006258602227780387
8019,358072.0,0.006258983570923883
14751,364804.0,0.006262858578431487
7340,357393.0,0.006267980397885016
19930,369983.0,0.006271916133870475
707,350760.0,0.0062781695277659665
19192,369245.0,0.006282999396370872
15605,365658.0,0.006285839751219478
5938,355991.0,0.006286484622791222
24282,374335.0,0.006287052929934549
7326,357379.0,0.006293130174272795
9015,359068.0,0.006294641590351902
19783,369836.0,0.006295805134428906
13140,363193.0,0.006295944834343517
22865,372918.0,0.0062964445163316615
15983,366036.0,0.00629677467267459
2278,352331.0,0.006305127419384862
21604,371657.0,0.006305278235524878
19078,369131.0,0.006306537201629826
17056,367109.0,0.0063089967628830335
17851,367904.0,0.006311280247560053
21139,371192.0,0.00631169254445493
13521,363574.0,0.006320661454394867
10144,360197.0,0.0063216644385359465
24073,374126.0,0.0063261318003349975
17425,367478.0,0.006326825441252403
3632,353685.0,0.006328663817836641
20248,370301.0,0.006330219115959875
21730,371783.0,0.006335163120827735
21950,372003.0,0.006337343089923431
17038,367091.0,0.006337641695839375
5934,355987.0,0.0063377660862506706
18151,368204.0,0.00633915834107311
11964,362017.0,0.006340180272524874
23414,373467.0,0.0063419981422527605
15153,365206.0,0.006343388241685239
21969,372022.0,0.006345743924649758
12142,362195.0,0.006346640185896738
2268,352321.0,0.006354622654111529
15263,365316.0,0.006356646237342682
6476,356529.0,0.006357663724339708
9481,359534.0,0.00635866584867803
2899,352952.0,0.006359250387986672
21354,371407.0,0.006363605502789482
13389,363442.0,0.006368267125030421
20299,370352.0,0.0063735171648653804
11036,361089.0,0.0063839905008846
18487,368540.0,0.0063973111253312984
20910,370963.0,0.0063979354352413035
3489,353542.0,0.006399389587234855
7184,357237.0,0.006410488734908
21785,371838.0,0.006413625052847805
16072,366125.0,0.006424848082067934
9937,359990.0,0.006425043490325386
2270,352323.0,0.006426243280350051
8879,358932.0,0.0064344518195901925
5314,355367.0,0.0064352089635958745
10004,360057.0,0.006437143718763649
19529,369582.0,0.006437860549377045
10970,361023.0,0.006437879793449149
5738,355791.0,0.006442820733618117
5263,355316.0,0.00644512473779334
13292,363345.0,0.006449530726834411
58,350111.0,0.0064503163116050935
7135,357188.0,0.0064547991236255575
3212,353265.0,0.006459760875801204
11245,361298.0,0.0064683854796702125
14243,364296.0,0.006475560959245008
3343,353396.0,0.006482950826546743
8532,358585.0,0.0064843828022359854
15602,365655.0,0.006487932307266383
666,350719.0,0.006489416929104677
10068,360121.0,0.006491309900261544
5736,355789.0,0.006494463326421369
19931,369984.0,0.006498862267658846
14911,364964.0,0.0065057898994353375
2411,352464.0,0.006507573175966258
21768,371821.0,0.006513143275379178
21623,371676.0,0.0065151809694902595
88,350141.0,0.006515788388745206
16344,366397.0,0.006517539919753114
12880,362933.0,0.006522334354724983
12041,362094.0,0.0065274008286583885
16597,366650.0,0.0065282267688989435
9417,359470.0,0.006546325460550332
21597,371650.0,0.006552539202716058
16382,366435.0,0.006560872271280274
10883,360936.0,0.006562904599755302
19446,369499.0,0.006570855525668721
1409,351462.0,0.00657150654412861
8943,358996.0,0.00657237438848958
16761,366814.0,0.006576298613513007
16070,366123.0,0.006577386061279917
1415,351468.0,0.006579391801068191
3442,353495.0,0.006581770913980029
4129,354182.0,0.006582892649969656
20372,370425.0,0.006585350078067327
13485,363538.0,0.00658603905997718
14819,364872.0,0.006587063570516796
20376,370429.0,0.0065937725039389265
11948,362001.0,0.006610276573974955
21535,371588.0,0.006614624587584396
575,350628.0,0.006615748347198161
2274,352327.0,0.006618827788165051
4892,354945.0,0.006621082355517771
17084,367137.0,0.00662151869315007
18889,368942.0,0.006622321742907858
21688,371741.0,0.00662647665431848
134,350187.0,0.006628055038061033
6773,356826.0,0.006631680793192522
13823,363876.0,0.00663379173485914
6059,356112.0,0.006643389338083103
1262,351315.0,0.00664549290881173
3629,353682.0,0.0066549761698507315
4635,354688.0,0.006655220571978892
6374,356427.0,0.006656947851364773
17472,367525.0,0.006660881554127934
3140,353193.0,0.006669246798517656
5291,355344.0,0.006671629272796358
11611,361664.0,0.006675185446374849
12949,363002.0,0.0066798977893316475
11308,361361.0,0.006686688303051734
23884,373937.0,0.006692358561370608
471,350524.0,0.006700208083848534
12542,362595.0,0.006706149480291237
13699,363752.0,0.006706701360476386
24343,374396.0,0.006707847107689931
12921,362974.0,0.006708416534366654
2879,352932.0,0.006708625103635081
565,350618.0,0.006709434302532057
1050,351103.0,0.006724927944587787
1499,351552.0,0.006732126276252909
10785,360838.0,0.0067324971532118465
4624,354677.0,0.006734787020589649
3302,353355.0,0.0067376030759851435
15641,365694.0,0.006738407667364729
1165,351218.0,0.006738559346272776
12006,362059.0,0.006739948080217177
12837,362890.0,0.006741432345437491
12445,362498.0,0.006747086454962487
17542,367595.0,0.006754782077404611
13268,363321.0,0.006756696307260646
13363,363416.0,0.0067587633906594224
5360,355413.0,0.006760856543262434
18197,368250.0,0.006770884207616926
6769,356822.0,0.0067745696129563006
20798,370851.0,0.006774841142855952
208,350261.0,0.006778223481087038
17108,367161.0,0.006778904053890274
1962,352015.0,0.006784105827551687
12451,362504.0,0.006784769875639785
7197,357250.0,0.0067856293473453465
3071,353124.0,0.006787894880570848
3050,353103.0,0.006792227082226368
6660,356713.0,0.006792465547143407
23274,373327.0,0.0067947630877865485
17113,367166.0,0.006806502618487182
2666,352719.0,0.006816725929978991
22863,372916.0,0.006825209885793864
17308,367361.0,0.006825436964384115
20013,370066.0,0.006832724977029002
9382,359435.0,0.006834073052011095
17120,367173.0,0.006834750163249166
12572,362625.0,0.006834802822031855
10595,360648.0,0.006841645546889884
7432,357485.0,0.006843012718943335
3195,353248.0,0.00684412605149779
1410,351463.0,0.006846078019675727
15130,365183.0,0.006850457922936398
179,350232.0,0.006859859362369402
473,350526.0,0.006860290953414643
12756,362809.0,0.006860830612623645
1957,352010.0,0.006861722738516634
3653,353706.0,0.006867400338121352
3976,354029.0,0.0068690524818477506
1022,351075.0,0.006869175690436167
23139,373192.0,0.006871502362297849
11728,361781.0,0.00687509345202972
1709,351762.0,0.006877286800788782
219,350272.0,0.006880317485580623
10298,360351.0,0.006881081980724078
5045,355098.0,0.006882261143952472
14329,364382.0,0.006889385322115789
4962,355015.0,0.006909458767994975
17231,367284.0,0.0069104593019623595
1097,351150.0,0.006911489792678039
17185,367238.0,0.006919279249365519
11227,361280.0,0.006919990103156465
15821,365874.0,0.006935101562868549
6110,356163.0,0.006937424569283661
12368,362421.0,0.00694507850095901
17477,367530.0,0.006946122534135614
7823,357876.0,0.00694662412771072
21233,371286.0,0.006952496567523193
11519,361572.0,0.006957974136366872
12088,362141.0,0.006960012586855678
12569,362622.0,0.006963210208780874
13673,363726.0,0.006972213553980043
22539,372592.0,0.006975591964470026
20524,370577.0,0.0069827930436037414
16887,366940.0,0.006982833567897995
24930,374983.0,0.006985975699748134
18872,368925.0,0.006987852518865751
17578,367631.0,0.006988370037778128
4117,354170.0,0.006991784211944229
14726,364779.0,0.00699205657713318
7585,357638.0,0.007007188586438757
11754,361807.0,0.007008700314531097
3769,353822.0,0.007009311550986527
5130,355183.0,0.007010309767902254
9930,359983.0,0.007026515774711199
4798,354851.0,0.007028257304040789
21355,371408.0,0.007028798585234715
17693,367746.0,0.0070305394471185875
8443,358496.0,0.007034447570749024
10839,360892.0,0.007047156768131827
17824,367877.0,0.007047304793751698
2881,352934.0,0.007050495531157226
14719,364772.0,0.00705177345367477
6936,356989.0,0.00705567562419756
7584,357637.0,0.0070563797617423886
8015,358068.0,0.007060126659577277
12571,362624.0,0.007063454737715833
20913,370966.0,0.0070642635335708285
3810,353863.0,0.007073110800678961
5591,355644.0,0.0070732348155483704
20470,370523.0,0.007077088623816481
21267,371320.0,0.0070812651621397936
1708,351761.0,0.007085033761329197
17068,367121.0,0.007085481042140158
848,350901.0,0.0070877737833863405
10799,360852.0,0.007091066061007044
2069,352122.0,0.007093604202856368
10459,360512.0,0.007112661148918878
2072,352125.0,0.007121583920275355
14338,364391.0,0.007122390267056199
13791,363844.0,0.007122674578583975
5107,355160.0,0.00712460585847448
22581,372634.0,0.007131542153494186
23023,373076.0,0.007134669621941898
16082,366135.0,0.007135952164974962
21198,371251.0,0.007143090874406687
3365,353418.0,0.007143117129701836
12807,362860.0,0.007149238364902059
9872,359925.0,0.007157185710796177
10011,360064.0,0.007164848428187472
20961,371014.0,0.007165288337751244
21577,371630.0,0.0071712089269650005
9654,359707.0,0.007173499712041711
23340,373393.0,0.007175235576413034
9386,359439.0,0.007185580225768697
13742,363795.0,0.0071897150820522315
10009,360062.0,0.007189744276671922
8145,358198.0,0.0071902621557960525
15370,365423.0,0.007191901211072986
2608,352661.0,0.007196924372215727
3172,353225.0,0.007199536655131648
13290,363343.0,0.007213568339576659
11666,361719.0,0.007214124579143727
185,350238.0,0.007218269438802473
12893,362946.0,0.007219309484445085
