c1,c2
367137,0.287022694
359126,0.287022694
355406,0.287022694
369131,0.287022694
361574,0.287131941
373282,0.287255574
359050,0.287314618
369694,0.287314618
369499,0.287314618
364200,0.287314618
352139,0.287314618
352117,0.287333156
371866,0.287447345
368246,0.28770983
360823,0.28770983
365200,0.28807951
367798,0.288227329
359746,0.288375153
368493,0.288424279
365672,0.28846645
369597,0.288501459
365674,0.288597851
364566,0.288597851
358769,0.288597851
371316,0.288597851
360997,0.288791226
353328,0.288791226
366720,0.288791226
371335,0.288807646
367238,0.288900873
359543,0.288962264
360820,0.289287306
371950,0.289287306
355773,0.289756004
367042,0.28978186
365191,0.289815353
352011,0.289815353
361572,0.289815353
362601,0.289887753
363101,0.289887753
353619,0.289887753
354665,0.289887753
351537,0.289887753
363836,0.289887753
351317,0.289887753
356294,0.289887753
357319,0.289887753
356901,0.289887753
365878,0.290125769
363200,0.290212604
367673,0.290212604
350349,0.290212604
371463,0.290212604
356779,0.290212604
365277,0.290212604
361210,0.290214373
367656,0.290218536
373778,0.29034548
363855,0.290402152
373827,0.290516889
355253,0.290694174
360783,0.290731232
365839,0.290750347
368580,0.290922974
352161,0.290922974
363257,0.290922974
370357,0.291064096
350813,0.291221646
371318,0.291222075
353205,0.291280862
355596,0.291474361
361695,0.291501766
357530,0.291594055
356380,0.291594055
355961,0.291594055
367595,0.291594055
361073,0.291594055
360426,0.291666717
355017,0.291738776
367578,0.291738776
354315,0.291738776
374931,0.291877827
372300,0.291952976
352823,0.291992742
369383,0.291992742
357543,0.292514533
365214,0.292549612
364967,0.292590592
374630,0.292634123
357555,0.292634123
354890,0.292634123
355273,0.292634123
367427,0.292634123
368582,0.292634123
361453,0.292634123
364718,0.292634123
351223,0.292723099
367291,0.292723099
371663,0.292907483
358075,0.292960782
352417,0.292960782
368779,0.292960782
367105,0.292960782
356078,0.293005417
364772,0.293005417
367034,0.293005417
365199,0.293005417
360302,0.293095276
369175,0.293124491
353761,0.293163339
357898,0.293386842
373528,0.293386842
368720,0.293386842
367998,0.293386842
362194,0.293542082
367085,0.293551486
361287,0.293551486
360508,0.293765363
352720,0.293798763
363104,0.294289997
360458,0.294422952
370487,0.294422952
351409,0.294422952
363406,0.294572639
368865,0.294572639
363318,0.294712929
373563,0.294725772
363089,0.294729557
373850,0.294729557
350979,0.294750777
352350,0.294750777
359098,0.294750777
360809,0.294894034
368140,0.29490056
354801,0.29490056
363571,0.294907972
358322,0.294907972
370138,0.294907972
355552,0.294907972
372825,0.294907972
357238,0.294964248
364285,0.294969438
360512,0.295099785
360570,0.295099785
371780,0.295177527
359201,0.295177527
358496,0.295177527
352486,0.295177527
357752,0.295219354
353768,0.295535578
361296,0.295629272
358181,0.295629272
371735,0.295654816
359564,0.295654816
361006,0.295654816
350193,0.295654816
364700,0.296056735
361072,0.296056735
363753,0.296056735
355351,0.296056735
354871,0.296140617
368815,0.296202956
367222,0.296659252
351230,0.296659252
352727,0.296775428
371969,0.296775428
363083,0.296775428
372907,0.296775428
356137,0.296975377
350234,0.296975377
366138,0.296975377
354868,0.296975377
371676,0.297077591
361095,0.297077591
366923,0.297077591
355527,0.297077591
363752,0.297077591
365875,0.297334689
353941,0.297454346
371951,0.297715777
373714,0.297857677
355169,0.297857677
350982,0.297857677
350351,0.297910065
358684,0.297941854
359047,0.298748624
350486,0.298836954
371515,0.298836954
352832,0.298836954
358071,0.298836954
357972,0.298850421
350204,0.298882106
367478,0.298882106
361696,0.298882106
350238,0.298882106
359358,0.298882106
354811,0.29892129
367264,0.298963713
367617,0.298963713
352322,0.299086116
367836,0.299086116
372590,0.299086116
351993,0.299246523
361030,0.299246523
369481,0.299333708
350524,0.299333708
372945,0.299333708
361097,0.299333708
352747,0.299333708
370301,0.299333708
352241,0.299333708
352060,0.299333708
352621,0.299333708
361555,0.299333708
366973,0.299333708
363087,0.299333708
370500,0.299333708
361698,0.299333708
368267,0.299333708
374126,0.299333708
353320,0.299333708
368883,0.299333708
359200,0.299333708
370525,0.299333708
369227,0.299333708
352089,0.299333708
357249,0.299333708
359439,0.299333708
350765,0.299333708
366036,0.299333708
365989,0.299333708
356759,0.299333708
365385,0.299333708
367121,0.299396678
356398,0.299434488
365020,0.299510412
373452,0.299510412
351759,0.299524858
373354,0.299524858
350267,0.299524858
351363,0.299524858
362893,0.299524858
354733,0.299524858
353684,0.299524858
350713,0.299524858
361014,0.299524858
350186,0.299524858
358888,0.299524858
367361,0.299524858
373205,0.299524858
367667,0.299524858
350269,0.299524858
361721,0.299524858
365305,0.299650833
368125,0.300344469
371192,0.300482587
352622,0.300496086
365268,0.300496086
350134,0.300496086
364126,0.300496086
356895,0.300496086
365403,0.300496086
352318,0.300617149
350109,0.300617149
363903,0.300617149
367301,0.300617149
370352,0.300617149
370867,0.300617149
368902,0.300617149
361731,0.300647585
367080,0.300647585
352291,0.300726932
357414,0.300732011
367735,0.300883739
367028,0.300932079
354314,0.300932079
358280,0.300953746
356948,0.301000596
372916,0.301079228
354549,0.301079228
352932,0.301079228
367060,0.301079228
362732,0.301116467
374272,0.301146057
360197,0.301146057
351808,0.301146057
353535,0.301146057
362020,0.301146057
361089,0.301146057
361535,0.301146057
367718,0.301146057
356890,0.301146057
372526,0.301146057
355515,0.301146057
351726,0.301146057
363510,0.301146057
353142,0.301146057
372314,0.301146057
372020,0.301146057
352314,0.301146057
366123,0.301146057
363451,0.30115459
371320,0.301220944
370047,0.301220944
361473,0.301220944
350191,0.301220944
356811,0.301316205
352071,0.301337866
353100,0.301337866
367046,0.301337866
367880,0.301337866
352323,0.301337866
363418,0.301337866
372760,0.301337866
361091,0.301337866
356157,0.301337866
352674,0.301337866
356112,0.301337866
352073,0.301337866
367200,0.301337866
357030,0.301415108
352315,0.301449642
372693,0.30179264
372716,0.301854836
370460,0.302053322
369573,0.302053322
361817,0.302343354
356886,0.302433913
361233,0.302433913
355791,0.302433913
351370,0.302433913
351619,0.302433913
367354,0.302577861
351549,0.302577861
355175,0.302588014
351229,0.302616476
367904,0.302897576
354121,0.302897576
372237,0.302897576
365758,0.303048371
355659,0.303135975
357714,0.303183583
364117,0.303273652
354629,0.303273652
373308,0.303273652
355471,0.303273652
368859,0.303300032
368613,0.303300032
360696,0.303300032
370814,0.303300032
367044,0.303300032
363692,0.303374811
365543,0.303374811
364850,0.303374811
353409,0.303374811
353622,0.303426907
365448,0.303715875
371015,0.303715875
355639,0.303715875
357393,0.303715875
367529,0.303715875
368905,0.303715875
367219,0.303715875
365914,0.303715875
356490,0.303715875
368483,0.303715875
355089,0.303715875
356308,0.303715875
369018,0.303715875
351309,0.303715875
373314,0.303715875
351312,0.303715875
366526,0.303715875
368058,0.303715875
357093,0.303715875
373346,0.303715875
368965,0.303715875
368265,0.303715875
367840,0.303715875
355884,0.303715875
351881,0.303715875
372820,0.303715875
367173,0.303715875
355749,0.303715875
367262,0.303715875
366425,0.303715875
351800,0.303715875
362505,0.303715875
360565,0.303715875
360542,0.303715875
357406,0.303715875
353552,0.303715875
353168,0.303715875
361249,0.303715875
362241,0.303715875
360238,0.303715875
374461,0.303715875
357528,0.303715875
361267,0.303715875
358995,0.303715875
364803,0.303715875
353419,0.303715875
364774,0.303715875
375015,0.303715875
360740,0.303715875
362809,0.303715875
363768,0.303715875
360936,0.303715875
363751,0.303715875
363344,0.303715875
370512,0.303715875
363036,0.303715875
358712,0.303715875
358611,0.303715875
357697,0.303715875
359295,0.303715875
373584,0.303715875
371285,0.303715875
361685,0.303715875
358683,0.303715875
364651,0.303715875
350442,0.303715875
357275,0.303842848
364966,0.303842848
371879,0.303874995
363795,0.303874995
357343,0.303874995
362837,0.304068776
371251,0.304330714
356763,0.304628416
365993,0.304865466
356628,0.30486886
368747,0.30486886
370401,0.30486886
372009,0.30486886
353654,0.304908366
361805,0.305125733
368690,0.305125937
365641,0.305125937
356024,0.305125937
355643,0.305282515
353729,0.305282515
365697,0.305282515
373363,0.305282515
372514,0.305282515
373175,0.305282515
350102,0.305282515
356706,0.305282515
359422,0.305282515
369819,0.305282515
358073,0.305282515
351762,0.305282515
352327,0.305282515
372835,0.305282515
355808,0.305282515
352838,0.305282515
360802,0.305282515
367143,0.305282515
370044,0.305282515
352027,0.30531046
373488,0.305449783
368812,0.305475807
363701,0.305475807
361616,0.305475807
354632,0.305475807
374751,0.305475807
371075,0.305475807
373573,0.305475807
369696,0.305475807
350811,0.305475807
362344,0.305475807
365655,0.305475807
365683,0.305543185
365386,0.305543185
352245,0.305543185
368204,0.305543185
351965,0.305543185
363723,0.305543185
363726,0.305543185
360868,0.305543185
353192,0.305543185
355619,0.305543185
373837,0.305543185
352428,0.305543185
353485,0.305543185
368162,0.305543185
371701,0.305543185
362863,0.305543185
350185,0.305543185
374397,0.305543185
367215,0.305543185
370577,0.305543185
353077,0.305543185
351461,0.305543185
361901,0.305543185
351846,0.305543185
359127,0.305543185
362138,0.305543185
353424,0.305543185
368898,0.305543185
355812,0.305543185
355885,0.305543185
355881,0.305543185
371043,0.305543185
361178,0.305543185
358891,0.305543185
361149,0.305543185
368809,0.305543185
361023,0.305543185
350197,0.305543185
355674,0.305543185
358585,0.305543185
367426,0.305543185
367119,0.305543185
359303,0.305543185
370473,0.305543185
361069,0.305543185
370260,0.305543185
374614,0.305543185
361719,0.305543185
370456,0.305543185
366561,0.305543185
363317,0.305543185
373281,0.305543185
371095,0.305543185
364516,0.305543185
365253,0.305543185
368264,0.305543185
354091,0.305543185
350100,0.305543185
353225,0.305543185
354892,0.305543185
357727,0.305543185
352513,0.305543185
350923,0.305543185
350078,0.305543185
369582,0.305543185
368728,0.305543185
350103,0.305543185
357553,0.305543185
373473,0.305543185
356940,0.305543185
365126,0.305543185
360510,0.305543185
375049,0.305543185
350854,0.305543185
351076,0.305636437
366847,0.305883423
353036,0.306121797
352624,0.306213099
371022,0.306349102
368113,0.306457889
358878,0.306457889
350630,0.306571352
361445,0.306639886
367951,0.30668655
354677,0.30668655
355586,0.30668655
371783,0.30668655
371588,0.306822671
352596,0.306822671
350428,0.306822671
363201,0.306822671
351152,0.306822671
365282,0.306822671
356479,0.306822671
374905,0.306822671
353196,0.306822671
351659,0.306822671
354376,0.306822671
363345,0.306822671
360647,0.306822671
363634,0.306822671
351212,0.306822671
364975,0.306822671
373311,0.306822671
351270,0.306822671
369571,0.306822671
352231,0.306822671
357485,0.306822671
351853,0.306822671
366809,0.306822671
352419,0.306822671
355413,0.306822671
352726,0.306822671
359534,0.306822671
350340,0.306822671
350455,0.306822671
371138,0.306822671
366435,0.306822671
359856,0.306822671
358575,0.306822671
367161,0.306822671
355585,0.306822671
359925,0.306822671
366254,0.306822671
359869,0.306822671
373455,0.306822671
358903,0.306822671
353322,0.306826101
372404,0.306826101
356104,0.306849859
372978,0.306849859
352689,0.306915774
354029,0.306915774
350798,0.306915774
352471,0.306915774
350706,0.306915774
356631,0.30711151
366045,0.30711151
355932,0.30711151
365769,0.307115094
366203,0.307115094
371773,0.307115094
362508,0.307115094
352099,0.307115094
365435,0.307115094
356920,0.307115094
366277,0.307115094
361531,0.307190813
365447,0.307190813
353571,0.307273382
350060,0.307309033
353276,0.307309033
350099,0.307309033
357572,0.307309033
351154,0.307309033
357006,0.307309033
369059,0.307317802
361615,0.307387132
360852,0.307387132
351897,0.307387132
368353,0.307608421
352058,0.308017762
363798,0.308264891
359185,0.308290732
362195,0.308294392
361435,0.30831144
369592,0.308358418
360659,0.308476994
355896,0.308476994
367533,0.308612484
374878,0.308663828
355260,0.308663828
357674,0.308753799
358309,0.308753799
352244,0.308753799
365549,0.308753799
360061,0.308753799
357226,0.308753799
366397,0.308753799
354859,0.308753799
373327,0.308753799
350523,0.308753799
367351,0.308850233
356911,0.308878435
361517,0.308878435
357527,0.308878435
361693,0.308878435
371860,0.308878435
360128,0.308878435
356404,0.308878435
368904,0.30903844
360744,0.309141602
369434,0.309175139
353102,0.30923526
369232,0.309266198
354472,0.309266198
356711,0.309292868
367197,0.309292868
351804,0.309357598
374071,0.309444733
369057,0.309444733
364380,0.309444733
367954,0.309615506
368651,0.309615506
373720,0.30968705
365658,0.30968705
359066,0.30968705
368112,0.30968705
355443,0.309713275
363988,0.309713275
351761,0.309713275
350200,0.309713275
357251,0.309713275
350621,0.309713275
369776,0.309713275
372676,0.309713275
370322,0.309713275
359052,0.309713275
354972,0.309713275
365246,0.309713275
370813,0.309713275
364172,0.309713275
372596,0.309713275
358652,0.309713275
365226,0.309713275
373456,0.309713275
354550,0.309713275
350815,0.309713275
361540,0.309713275
362741,0.309713275
355388,0.309713275
354107,0.309713275
360010,0.309713275
368767,0.309713275
356351,0.309713275
351658,0.309713275
355257,0.309713275
363256,0.309713275
352182,0.309713275
358408,0.309713275
373081,0.309713275
353266,0.309713275
360990,0.309713275
355535,0.309713275
369596,0.309713275
363876,0.309713275
359467,0.309713275
355199,0.309713275
360123,0.309713275
369050,0.309713275
358337,0.309713275
353957,0.309713275
359207,0.309713275
371996,0.309713275
353045,0.309779007
365183,0.310094356
353289,0.31019368
369620,0.310507251
360975,0.310507251
361806,0.310507251
370767,0.310584823
355892,0.310817662
353123,0.310831459
352722,0.310923333
351313,0.31108591
363635,0.31108591
362064,0.31108591
367320,0.31108591
360121,0.31108591
371028,0.31108591
352952,0.311138738
370489,0.311138738
372719,0.311138738
359744,0.31119886
352625,0.31119886
355263,0.311203681
350231,0.311291102
352670,0.311291102
356667,0.311291102
363002,0.311291102
350389,0.311291102
367344,0.311291102
361516,0.311291102
366051,0.311291102
357426,0.311293174
352177,0.311359104
358462,0.311428739
362017,0.311466106
372002,0.311483747
363588,0.311560522
365159,0.311560522
350141,0.311560522
363720,0.311560522
366993,0.311560522
365392,0.311560522
356113,0.311560522
364323,0.311560522
359080,0.311560522
361692,0.311560522
350243,0.311560522
369545,0.311560522
372301,0.311560522
354752,0.311560522
359420,0.311560522
366462,0.311560522
368695,0.311560522
355519,0.311560522
374935,0.311560522
361307,0.311560522
352894,0.311560522
374559,0.311560522
352721,0.311560522
352070,0.311560522
366198,0.311560522
351797,0.311560522
368590,0.311560522
350113,0.311560522
354239,0.311670853
370570,0.312172557
364060,0.312207326
355123,0.31228286
354983,0.31228286
354096,0.31228286
359180,0.312458782
350438,0.312600893
359211,0.312621759
358541,0.312621759
369965,0.312669097
353942,0.312669097
367473,0.312791594
352165,0.31304867
355995,0.31304867
352453,0.313065425
355509,0.313102413
371646,0.313102413
361520,0.313102413
359958,0.313102413
352611,0.313102413
363560,0.313102413
374331,0.313162765
368891,0.31318634
357379,0.31318634
358680,0.31318634
368511,0.31318634
361360,0.31318634
364972,0.313193091
371702,0.313193091
360198,0.313193091
357271,0.313193091
357878,0.313193091
358906,0.313193091
352665,0.313193091
351130,0.313193091
367843,0.313193091
363247,0.313193091
359870,0.313193091
362197,0.313193091
350774,0.313193091
363565,0.313193091
351150,0.313193091
355147,0.313193091
351356,0.313193091
355190,0.313193091
373296,0.313193091
354101,0.313354318
367064,0.313354318
374869,0.313354318
371026,0.313354318
363818,0.31336327
361519,0.313394491
369402,0.313394491
358720,0.313569542
358070,0.313569542
361322,0.313645027
356823,0.313645027
357984,0.313645027
368455,0.313787197
354109,0.314046256
354724,0.314046256
360662,0.314062681
364639,0.314062681
367700,0.314062681
353325,0.314213607
374252,0.314238232
370249,0.31444383
369271,0.31444383
363264,0.31444383
365901,0.31444383
354730,0.31444383
360122,0.31444383
356427,0.31444383
373585,0.31444383
352631,0.314456445
350772,0.314525941
352943,0.314581831
365118,0.314581831
369717,0.314581831
371971,0.314581831
351558,0.314581831
355436,0.314581831
363557,0.314581831
356529,0.314581831
371310,0.314581831
361612,0.314581831
372407,0.314581831
363904,0.314581831
352242,0.314581831
357643,0.314581831
360854,0.314581831
353396,0.314581831
357391,0.314581831
358935,0.314581831
372592,0.314581831
367347,0.314581831
362143,0.314581831
358981,0.314581831
355948,0.314581831
371852,0.314581831
351315,0.314581831
367525,0.314581831
352261,0.314581831
364658,0.314581831
369286,0.314581831
357979,0.314581831
358644,0.314581831
369329,0.314581831
353053,0.314607555
361068,0.314619903
361602,0.314899035
357638,0.314912455
352349,0.31492101
350119,0.315163705
352899,0.31538945
372471,0.315500436
353376,0.315534356
374932,0.315666046
367122,0.315748891
360540,0.315748891
362127,0.315899962
367109,0.316043623
350180,0.316043623
363844,0.316043623
363321,0.316043623
363322,0.316043623
357867,0.316043623
369369,0.316044114
367120,0.316160519
361928,0.316160825
366557,0.316326589
371476,0.316577784
362002,0.316577784
360301,0.316577784
353967,0.316785064
369000,0.316785064
359913,0.316785064
353706,0.316850328
360972,0.316850328
356582,0.316891023
352310,0.316891023
371757,0.316988897
358617,0.317029409
357758,0.317168021
352420,0.317245287
374384,0.317281564
362140,0.317394828
371871,0.317394828
371678,0.317412952
370852,0.317412952
355173,0.317412952
361899,0.317452383
368814,0.317508992
369245,0.317526347
370387,0.317526347
367453,0.317620393
354874,0.317620393
352598,0.317644735
369196,0.317711775
352521,0.317711775
371313,0.317711775
372593,0.317711775
370568,0.317711775
363462,0.317711775
367995,0.317711775
359434,0.317753921
363255,0.31776373
373548,0.317802639
357376,0.317935898
359435,0.317943938
356689,0.317943938
354179,0.317943938
365694,0.317943938
361835,0.317943938
355811,0.317943938
361942,0.317943938
369235,0.317943938
353602,0.317943938
352456,0.317943938
366806,0.317943938
357637,0.317943938
359159,0.318133307
371949,0.318295753
368559,0.318295753
372736,0.318295753
367372,0.318342162
363261,0.318624783
374725,0.318714523
360425,0.318735718
368557,0.319145891
367209,0.319229276
365248,0.319229276
359020,0.319229276
351636,0.319229276
357068,0.319229276
368725,0.319229276
355098,0.319291817
366426,0.319291817
371850,0.319333701
359234,0.319333701
354193,0.319398633
372346,0.319398633
367447,0.319427339
352492,0.319427339
355661,0.319427339
355375,0.319427339
364612,0.319591929
362157,0.319778016
367075,0.319778016
363645,0.319778016
360228,0.31981854
351276,0.319825008
365204,0.31992364
369496,0.319964326
357877,0.320170447
364995,0.320176961
353179,0.320176961
364974,0.320176961
352724,0.320176961
350242,0.320176961
367432,0.320558994
364160,0.320558994
372731,0.320590524
368806,0.320810004
350901,0.320946851
353048,0.320946851
365949,0.320946851
355264,0.321031898
364433,0.321031898
373382,0.321031898
355400,0.321037655
354704,0.321037655
360969,0.321037655
370056,0.32103874
362292,0.32103874
356996,0.32103874
356352,0.32103874
362380,0.32103874
353692,0.32103874
362860,0.32103874
359987,0.32103874
359135,0.32103874
364973,0.32103874
361288,0.32103874
357671,0.32103874
364282,0.32103874
370746,0.321106879
368916,0.321106879
373318,0.321305556
