,target
155,0.01113110127417955
156,0.04955061419837557
157,0.7964796375525238
158,0.8129805030956707
159,0.010982232939769349
160,0.18304432458249015
161,0.019961721498430195
162,0.16903569009959762
163,0.12456043626289548
164,0.04086877468923833
165,0.8897910354240791
166,0.8391687124364389
167,0.14126783976054172
168,0.013969678450148236
169,0.013318662808531096
170,0.1556055590804787
171,0.0032939940177469755
172,0.07005719898360567
173,0.023946444686318735
174,0.005552210676985148
175,0.008072126232987357
176,0.00817887463063778
177,0.02944952049455986
178,0.004354363028435446
179,0.002632044617642514
180,0.010126652061619123
181,0.0021147832474925567
182,0.004941092054272568
183,0.024400007141636457
184,0.004934179343338246
185,0.003604158814333796
186,0.003718951083896065
187,0.02832462777912263
188,0.003082543129885726
189,0.007080865394725381
190,0.0014066902406604503
191,0.08870100159970488
192,0.14020594379212487
193,0.0016121155019819275
194,0.015232416740222606
195,0.05485869245195981
196,0.8863690357700749
197,0.03396237291618763
198,0.09056647658809779
199,0.07768565923078727
200,0.10193481793292423
201,0.13354798274110982
202,0.09010188088815656
203,0.273938228933345
204,0.15007449685879837
205,0.1817625955547092
206,0.022629907879643352
207,0.8875997625226728
208,0.0035510120315592514
209,0.0818541973212718
210,0.042572985885812056
211,0.07121223482271051
212,0.1336175183699101
213,0.014045854053612111
214,0.006246331651543163
215,0.0514643553974262
216,0.003932641171634053
217,0.01717866158388129
218,0.00788741337492487
219,0.0036212753407555993
220,0.035125203407393474
221,0.03820587327453072
222,0.00811730830054623
223,0.0032131877234164987
224,0.013698972391357325
225,0.022878129152605006
226,0.0030010941185040726
227,0.013463545348406549
228,0.016506124716984767
229,0.033645365265011655
230,0.022384513537963488
231,0.11020245961122804
232,0.04629149194876161
233,0.10957907585467952
234,0.0588552531071286
235,0.826511783562641
236,0.1460580238812504
237,0.04609809021871428
238,0.04535579144558997
239,0.07414710726634852
240,0.09890330326966462
241,0.14241818150392707
242,0.06077849152004881
243,0.15357367282762047
244,0.1401638594667441
245,0.73428415687932
246,0.1051356152053427
247,0.0639360762954912
248,0.1719469513920134
249,0.789934700521248
250,0.18902405010761006
251,0.050391381313001686
252,0.85294843026018
253,0.0742243908084045
254,0.07207333506500853
255,0.028382355502223015
256,0.0841032150461492
257,0.2279375308027044
258,0.004520490941029721
259,0.739127338483561
260,0.10297157624570266
261,0.24284384866182418
262,0.01616001930846621
263,0.05252519067691446
264,0.005560307652720214
265,0.13874153381976695
266,0.13221881693875454
267,0.0632884027836477
268,0.24846142497344192
269,0.13973507229171192
270,0.2421522737122863
271,0.02827731136201076
272,0.015141087147718444
273,0.06882369944666161
274,0.1559531123576701
275,0.09135429494700373
276,0.021255364107710274
277,0.7136212343872799
278,0.013178252109834997
279,0.8460636606113816
280,0.8696021007365089
281,0.772337240120571
282,0.8000305048724752
283,0.11832731769192754
284,0.021028537244297818
285,0.32278074750315283
286,0.04844432374881981
287,0.00820453930319918
288,0.023023132570384727
289,0.11618873541157176
290,0.11465384789612795
291,0.012727505146888208
292,0.06073405017174796
293,0.006097496274766666
294,0.008979155690972846
295,0.00923604475485957
296,0.016242622493995915
297,0.08290674059172877
298,0.0038045519049200965
299,0.002535493552317727
300,0.011096704917481109
301,0.032759129872408865
302,0.02249138809500168
303,0.07860312876269876
304,0.0065159133193320095
305,0.0446404234548335
306,0.779048436222928
307,0.09363369610778646
308,0.007296667224932681
309,0.12689426494349906
310,0.29348085305356575
311,0.1282933845098872
312,0.00707741311858624
313,0.821874450686985
314,0.10889782903629319
315,0.005735198208708706
316,0.16561112095062142
317,0.8411754585556219
318,0.12023593662818031
319,0.11654439179748659
320,0.01492005495989967
321,0.2033777418445398
322,0.18457479128018114
323,0.22157997077826014
324,0.10759966478580382
325,0.8783243461643857
326,0.7716005352622206
327,0.01950176290305102
328,0.176663983147036
329,0.037538451972089805
330,0.14560283550186015
331,0.14400319529474442
332,0.1276154139002398
333,0.1889375006674549
334,0.8971453674502347
335,0.004899587376118476
336,0.015619783821307477
337,0.015191088967832491
338,0.19208432136817813
339,0.8241516932228345
340,0.05681369737620016
341,0.8703887585707675
342,0.055061040905237994
343,0.06074147590416966
344,0.03489539711776814
345,0.09821081766372701
346,0.14855762106409764
347,0.017511661937298185
348,0.22742833655020783
349,0.826214610725825
350,0.07247124961850014
351,0.7442189690340426
352,0.0041209066793107315
353,0.11172101247241903
354,0.7536075624277834
355,0.21518922309658695
356,0.19453394921475645
357,0.026278471202099613
358,0.16564341075874986
359,0.19773085257573061
360,0.07065150809386235
361,0.8094855136421041
362,0.1753568082112712
363,0.028298661713813372
364,0.0640268174681147
365,0.048292899922888294
366,0.916120239449318
367,0.17610305529070772
368,0.012217375038251618
369,0.28170306269907136
370,0.08423983520509551
371,0.04783077818909775
372,0.8499573754843155
373,0.05499516615576306
374,0.20349615551997025
375,0.0022196767169065297
376,0.01761971884013929
377,0.025796567810707084
378,0.02383184188677298
379,0.055648563682940584
380,0.9019756696994821
381,0.010861913341707042
382,0.026355794892665558
383,0.010182881409803408
384,0.16759980705397698
385,0.002240997010184134
386,0.01055824200952704
387,0.06569644070923761
388,0.005182546205004975
389,0.0032196851656721057
390,0.005413003714265796
391,0.0070591925000656605
392,0.03920706584452828
393,0.009916430507359705
394,0.1548313790491703
395,0.011180417289150889
396,0.8189534428351801
397,0.06632390941046115
398,0.05674856463789933
399,0.11287493590471684
400,0.009785857237402747
401,0.009909454919087204
402,0.0022782081209352114
403,0.10807707448235797
404,0.0369692451500692
405,0.04196654826207214
406,0.21411982430271317
407,0.021232843539940836
408,0.8375066319483253
409,0.8671013690632356
410,0.1881221779989839
411,0.037211141106753796
412,0.06661244795530571
413,0.09639012106340106
414,0.03443053747883825
415,0.18053391700717206
416,0.009362786582865453
417,0.12812250313114298
418,0.08662960493945011
419,0.09625806324209055
420,0.12835483121421065
421,0.1258771218878275
422,0.004218758562862411
423,0.00439431162763803
424,0.060752519065947024
425,0.13742767655623966
426,0.07366458937034083
427,0.08378590138021992
428,0.06937528043580969
429,0.7607082122574718
430,0.09349164968133863
431,0.00511006733582362
432,0.15457100183448427
433,0.005456806057391882
434,0.14430406647662236
435,0.04302081412397424
436,0.77270680012883
437,0.21132990018237785
438,0.7646888591750486
439,0.08303052334849509
440,0.012418860347738283
441,0.1112313705490037
442,0.17645923790825402
443,0.9075463984960295
444,0.12946635897228628
445,0.10793229051447376
446,0.16029937561795046
447,0.010669046321612937
448,0.16720556649482002
449,0.14405456376007808
450,0.030942033514681735
451,0.24229207834272729
452,0.946598070896626
453,0.19528918727600514
454,0.793115794442312
455,0.2767808129384722
456,0.058612199531183476
457,0.833707585066866
458,0.17219123547983242
459,0.0044114099349991005
460,0.08151413011617219
461,0.09211087450115578
462,0.06490259205463317
463,0.14877242413432104
464,0.010284499875315298
465,0.13584817943161415
466,0.01403884082304212
467,0.031074536551156856
468,0.003649770081048945
469,0.03925046888934886
470,0.0036380387268313157
471,0.00328330620237553
472,0.002490016967862945
473,0.002978559860361133
474,0.019847115243769944
475,0.03455915993951236
476,0.05850079744940059
477,0.1370561840600425
478,0.883523826527661
479,0.05516483032209478
480,0.1054947582973895
481,0.03827268154355026
482,0.023426052989389837
483,0.01790881752045974
484,0.22534786802066498
485,0.004362749976249781
486,0.8459592098355291
487,0.7989600289573827
488,0.10480131300023934
489,0.7289490992066259
490,0.07932086048938361
491,0.0024619148300698474
492,0.10464941320532471
493,0.08580492874744709
494,0.010273718714210154
495,0.023047064610062104
496,0.9062053091540508
497,0.011755725289559408
498,0.04408111151070946
499,0.26100368088214
500,0.9166778143875927
501,0.843438350010754
502,0.7993642287766568
503,0.05533241753621115
504,0.02558636719375377
505,0.043757830321590245
506,0.10941969484996737
507,0.15065238519310498
508,0.006768928912633447
509,0.14628869227115673
510,0.014778480096199137
511,0.13591220346033908
512,0.8713898936073874
513,0.047313441363041144
514,0.2703847323122473
515,0.03193519932675609
516,0.7260261262730221
517,0.009865048151216312
518,0.14738061096554422
519,0.11672185353297723
520,0.06254689364720273
521,0.15418951093271718
522,0.06630588429821319
523,0.8480390616398333
524,0.0513232967911085
525,0.1397857448483029
526,0.08281468265206826
527,0.1625060389157161
528,0.13969762592682797
529,0.16685133930044607
530,0.04613307468600501
531,0.26094769418419983
532,0.08492065588482414
533,0.10988516395573532
534,0.0049036938234429134
535,0.2070295824275252
536,0.019609850996431616
537,0.03291390007739346
538,0.053985311170552004
539,0.14260030914785116
540,0.16739410782346148
541,0.1630875270886643
542,0.05715591017068743
543,0.8454979038614734
544,0.04277187751157841
545,0.025120359594138553
546,0.04161943131154222
547,0.2572253751345686
548,0.18623271564480964
549,0.1810339472756916
550,0.09155104131222713
551,0.16046487134390763
552,0.8706949644014514
553,0.2506203106660013
554,0.030582367761980235
555,0.09063805530772054
556,0.04939510168772907
557,0.16488786319226434
558,0.0058550376881976165
559,0.11442481681749979
560,0.23652721031638368
561,0.008905793398615419
562,0.0030031924042751134
563,0.03393463572865826
564,0.19946697907449487
565,0.0034280233823236325
566,0.05172946535705763
567,0.15561481387560275
568,0.006002731737082357
569,0.03218134171068749
570,0.8652588187213006
571,0.830968544340718
572,0.13716818644020246
573,0.8245419862325223
574,0.010584216187134728
575,0.0037901999097856723
576,0.17961002677727916
577,0.010301548069436508
578,0.15842240719698505
579,0.8374187242340412
580,0.26956970586903267
581,0.8784866432326726
582,0.15701350179759854
583,0.8166466750254712
584,0.02296176964783798
585,0.036746756612937165
586,0.15898298981240205
587,0.04197050091400159
588,0.1137183747054436
589,0.10345454378961508
590,0.09201709961183063
591,0.007600198074802891
592,0.8463554944207552
593,0.14667941141604585
594,0.21898843325239759
595,0.05315904712148845
596,0.04849915779541607
597,0.20976940188366702
598,0.08565055579561351
599,0.8088560752661971
600,0.02988965635508433
601,0.012296476525462832
602,0.03924077217034432
603,0.2998171091522922
604,0.14197281491877264
605,0.09177109221467691
606,0.05428842205538043
607,0.0055102939562733984
608,0.09046941490927764
609,0.059074082704715175
610,0.7459410863612759
611,0.07474766696433928
612,0.09399129662370045
613,0.06965132562387345
614,0.14097811192172185
615,0.07674977820152873
616,0.10328844946821651
617,0.8791113966262394
618,0.11525124028684791
619,0.033851474630975716
620,0.3165747465321918
621,0.10436720567377568
622,0.07203457418654993
623,0.048380144771032155
624,0.11828660667192449
625,0.01638326774476527
626,0.06290581438398196
627,0.8332107587875397
628,0.15587813222738509
629,0.9661987977185194
630,0.004046944580807598
631,0.28001850419233326
632,0.18406545799540297
633,0.17126958728301633
634,0.1320998067643226
635,0.12944399504023452
636,0.07632652327022849
637,0.047085087638497634
638,0.9081916304326931
639,0.13954495279866105
640,0.22271721626368396
641,0.11020389246123173
642,0.08714724199395406
643,0.007819391725896888
644,0.018352543043924405
645,0.02515720402104663
646,0.059505312963672834
647,0.02965022580251107
648,0.08973149737937149
649,0.008017970388053472
650,0.01406872888536526
651,0.07892338737791545
652,0.010719819970265311
653,0.004116412356607957
654,0.2002372959969052
655,0.006883131986183537
656,0.0028843694064315034
657,0.009737022699072307
658,0.005003040394374311
659,0.003654815380318599
660,0.0020051088347023886
661,0.15076870911449977
662,0.15836542892039293
663,0.19503539880855328
664,0.1905662874978691
665,0.24994807290074708
666,0.0038314994135447812
667,0.006168000196864484
668,0.004409052171452001
669,0.03581850250270538
670,0.08835520632609602
671,0.8409812025389962
672,0.11980286624878933
673,0.22894653085968822
674,0.7979632256900138
675,0.04797182591749995
676,0.926515238463056
677,0.22057850248621305
678,0.8841093595315008
679,0.06961771257074571
680,0.10328480965255542
681,0.14646436045160563
682,0.18928377287291068
683,0.8131576547722954
684,0.03743754259443988
685,0.06743159898767996
686,0.07224109529548324
687,0.19231261353873816
688,0.10470184870601487
689,0.08203510981144374
690,0.7915495375678678
691,0.08562794277355049
692,0.021141183065306622
693,0.12960535962998154
694,0.17955459885973518
695,0.790073695875151
696,0.10511771442269369
697,0.2045091660280966
698,0.9649292905872684
699,0.8492230616065919
700,0.8168288171573289
701,0.7906629559586079
702,0.16452139975618962
703,0.9545054745788233
704,0.7779803460981791
705,0.029670082014140536
706,0.05889504049002674
707,0.005282405648862646
708,0.06413707221207982
709,0.010837264043418445
710,0.22986262913329752
711,0.002347491212334693
712,0.002165673529983574
713,0.05738113205396076
714,0.03087378029599757
715,0.03534110315794137
716,0.05531162646609922
717,0.02498881775837959
718,0.00921214258294678
719,0.023713728945846738
720,0.05625161067170737
721,0.006559831155431107
722,0.020585767736220076
723,0.04382992510065559
724,0.0663280847025863
725,0.00282221661636143
726,0.012084636336519855
727,0.08491085231685425
728,0.17737475317038573
729,0.1299337737886297
730,0.03771531478176686
731,0.8184844203340773
732,0.0529229032621633
733,0.805036002780487
734,0.10905228300552137
735,0.16305197333444704
736,0.12373315276604116
737,0.12950209362153098
738,0.0676937315759565
739,0.7875195701774043
740,0.8971102493056264
741,0.017332991517256306
742,0.08316736795296459
743,0.1211839334465879
744,0.06006156457065615
745,0.0035951942259445685
746,0.025120584861871218
747,0.76308791844732
748,0.11266505214315722
749,0.848638989727769
750,0.05825101156225434
751,0.1143146223088062
752,0.8744971216277002
753,0.0184530758770158
754,0.012045925716648859
755,0.19135618746237448
756,0.043003822250690694
757,0.8475158766711138
758,0.0033714831464761834
759,0.012111342519282241
760,0.00442390450418018
761,0.02567638132262459
762,0.0026902268334157483
763,0.005051287291997708
764,0.05015677244804533
765,0.028061600016859173
766,0.028410245916383563
767,0.004313552009580997
768,0.08657958934004754
769,0.03300672164589031
770,0.10050125417091983
771,0.026728689930174795
772,0.11024158051143158
773,0.18859860424256236
774,0.13729832591079494
775,0.0590390373085686
776,0.10161236502874735
777,0.8109325033336442
778,0.23649611229983994
779,0.01645429849409974
780,0.09085698327524719
781,0.8605388877627627
782,0.8972371015541256
783,0.10090776536885382
784,0.13987945253729583
785,0.03977962485335954
786,0.05442081809694803
787,0.04432981978071373
788,0.011818537316390668
789,0.1386118911405682
790,0.09815070908460602
791,0.01678863380008715
792,0.849677673622574
793,0.028152631012295246
794,0.18730440875966256
795,0.11553540545513355
796,0.12450100410214604
797,0.03663552305835667
798,0.028077318685168894
799,0.22377278362717093
800,0.07421347103146543
801,0.003125186963008707
802,0.06887027075945287
803,0.23376713844908406
804,0.8339712517097462
805,0.25781216041646876
806,0.12777686793045803
807,0.2417039447483652
808,0.12694047701382766
809,0.0976076927555136
810,0.015106805956372905
811,0.08178883636490088
812,0.8646454248568256
813,0.22644658659237393
814,0.11444865116956955
815,0.08161826234979366
816,0.04400736923116753
817,0.17515634067705682
818,0.033952876988541804
819,0.20540347540048004
820,0.25575783597068535
821,0.03147122265887575
822,0.033294160103547535
823,0.19974312192430926
824,0.3156829218248226
825,0.0031360155307974366
826,0.11745035904217795
827,0.759490972851018
828,0.17502956430360117
829,0.11204176754964602
830,0.7829909449422794
831,0.07269306178318144
832,0.8586314403146467
833,0.06326480774381395
834,0.011033543673546954
835,0.08026518707884049
836,0.10094254272860052
837,0.8164957243798965
838,0.003960248884342994
839,0.04136578760491381
840,0.013807580433480177
841,0.00435843018488539
842,0.0018029974455241705
843,0.8419344485118775
844,0.014857537402666952
845,0.16367577922485244
846,0.04365544391734175
847,0.007735962095225267
848,0.002148874340232264
849,0.005399596798239621
850,0.10902869604563771
851,0.7680197300262391
852,0.05922268148246911
853,0.7735858790533032
854,0.0046968460251940935
855,0.9057949143848744
856,0.01403058634024468
857,0.1338582168596914
858,0.21454456980835962
859,0.08764036055365114
860,0.09997102903802352
861,0.7234726438539703
862,0.1187012415629486
863,0.10470919108814457
864,0.14459414796423506
865,0.7277752145637412
866,0.07141443997147731
867,0.2229172806566831
868,0.1144479186201179
869,0.18036586292561538
870,0.003220644307567636
871,0.1633409529568372
872,0.01731067909703646
873,0.01683269692072953
874,0.03486873431333524
875,0.12858572088632225
876,0.1047187630091177
877,0.18252924978736626
878,0.05373225353374729
879,0.7547965851374296
880,0.13979066487762756
881,0.19744296473896802
882,0.07240065135304512
883,0.8311677531285127
884,0.14543748903953257
885,0.10491783652316201
886,0.10958846540767325
887,0.8607418386968717
888,0.16150422287050248
889,0.025551288678649486
890,0.09788613000254535
891,0.07191949873559335
892,0.004505049265652968
893,0.04089490113988149
894,0.8387786069070347
895,0.1351087703418828
896,0.20174814175260686
897,0.8942225008805677
898,0.17909234078350378
899,0.898668180835875
900,0.7719337883262669
901,0.26847288266410585
902,0.1459034425992028
903,0.7925285722529003
904,0.053934782402505224
905,0.11531504668851103
906,0.8578152285443555
907,0.042613341875543706
908,0.06039515116832008
909,0.14715228350687362
910,0.11838534477250094
911,0.022272296058362524
912,0.05820959703390972
913,0.7659647033855725
914,0.23233291847843202
915,0.22566020268314027
916,0.1282771330710721
917,0.8712413950633784
918,0.0685947920698346
919,0.07274076061098529
920,0.02021124880421098
921,0.1360222197939366
922,0.04032434469246112
923,0.07695467628997893
924,0.00725514040115555
925,0.07837771723248081
926,0.010324217599077437
927,0.0034629770696497425
928,0.004634476970024086
929,0.0037637680179696247
930,0.0038560165160446665
931,0.011136116290481706
932,0.01863888080563744
933,0.026013102389307544
934,0.0249746370351829
935,0.09964070530734898
936,0.09179102657036418
937,0.2133464799687048
938,0.11460333464597562
939,0.21612561848279213
940,0.10035077898073676
941,0.13108598729694754
942,0.003848750650229819
943,0.7311069489834289
944,0.09194219993725815
945,0.8021061148657544
946,0.8276317269109684
947,0.08234471917957183
948,0.06711853151339651
949,0.08895824249276743
950,0.19825675549630511
951,0.14213460980609016
952,0.7840294192738204
953,0.012959855229176847
954,0.008379204691334033
955,0.023985939165147612
956,0.09359248363634266
957,0.11404445864347941
958,0.13707252469781817
959,0.06369804751204702
960,0.15191374087740037
961,0.08680955601731785
962,0.19518468382514703
963,0.0648603232335355
964,0.007237419832708597
965,0.012176065390282443
966,0.18757870772819582
967,0.03956698318822724
968,0.7829318427450886
969,0.9149191965661221
970,0.12947975561144495
971,0.08130149946583079
972,0.12553679681181087
973,0.015783457711800664
974,0.07839159330120063
975,0.17864629977705795
976,0.10678078470373659
977,0.8588176983477145
978,0.03989637452518652
979,0.8052091025073285
980,0.7736692809815326
981,0.7790594781925447
982,0.04844834456597534
983,0.1271790084203678
984,0.7724765145194632
985,0.049493731779865685
986,0.20472073195304807
987,0.11858045906254908
988,0.9167236813315419
989,0.039613385943128736
990,0.06972973468564808
991,0.17421742598234308
992,0.1835885398879853
993,0.0547828814400934
994,0.8471348100962797
995,0.014450960120999811
996,0.1902581688633551
997,0.19195554320007374
998,0.10605954526314
999,0.10120259008372867
1000,0.2606790303222292
1001,0.12168969428987296
1002,0.1181716378527711
1003,0.08327767295991048
1004,0.055443641645027034
1005,0.13697727559281267
1006,0.03461391160231656
1007,0.12700071961172157
1008,0.19116035298362422
1009,0.06686966034410392
1010,0.0025848234258073577
1011,0.8054656186763369
1012,0.03735085219341612
1013,0.09794007126094251
1014,0.04650432087296658
1015,0.01819402759499577
1016,0.09121118229507749
1017,0.8689358174908864
1018,0.20617748591725457
1019,0.1878275930721878
1020,0.007447669770375876
1021,0.0037447229264692405
1022,0.003068639320917574
1023,0.01784337058820417
1024,0.033143576241520395
1025,0.0023475347407829607
1026,0.018283704882197403
1027,0.012339012087515937
1028,0.06959462349919635
1029,0.0776517884037124
1030,0.05107318256063647
1031,0.07145863727762647
1032,0.15841270116243783
1033,0.06763958858772216
1034,0.2549298745866866
1035,0.08821771888512717
1036,0.04498214910696806
1037,0.8415390114479213
1038,0.012285177680467597
1039,0.02197827714414169
1040,0.02944048850869286
1041,0.1909148459348825
1042,0.010171674349991887
1043,0.8363896956003325
1044,0.055948296919713474
1045,0.14860724310951667
1046,0.7785019443646776
1047,0.8856864686411898
1048,0.011386811681970197
1049,0.9107402973155201
1050,0.0025211981956990044
1051,0.10959903233572894
1052,0.1531261603391944
1053,0.2110611544341289
1054,0.09874148220476484
1055,0.77017744646177
1056,0.1658820810586972
1057,0.10481346132986702
1058,0.7939053461514938
1059,0.20783159252253589
1060,0.8263248670328354
1061,0.06391825736284
1062,0.09064548058007821
1063,0.00952414881255819
1064,0.0048183973647821605
1065,0.07792131548449176
1066,0.17231123832394551
1067,0.00443222246944771
1068,0.007538013341453534
1069,0.7891124999191631
1070,0.09701038564476022
1071,0.014989851217854771
1072,0.20622042941680235
1073,0.9180416346416327
1074,0.02136194276065309
1075,0.17588425941038568
1076,0.062059686969536065
1077,0.006870067454429846
1078,0.8726907496062954
1079,0.13378997939706624
1080,0.019919410128620443
1081,0.02875633598794362
1082,0.01313826047342553
1083,0.16404419491775207
1084,0.04278588850936557
1085,0.02691614706773064
1086,0.0025724767977217027
1087,0.016779409320163634
1088,0.09812762642165751
1089,0.19531745256603508
1090,0.050604043109532246
1091,0.15983155572012972
1092,0.08256412538858263
1093,0.09312694292465636
1094,0.006197870991154615
1095,0.024225853214266225
1096,0.04495727827902555
1097,0.002769421095337066
1098,0.025732935779578536
1099,0.006143271453198059
1100,0.042381735965571106
1101,0.005741972187847007
1102,0.15487823046195975
1103,0.0048009799911964525
1104,0.014898457317416076
1105,0.03660374935245946
1106,0.04908198619962527
1107,0.030903734211633817
1108,0.00214339741322293
1109,0.006056000136767262
1110,0.8175787457470693
1111,0.8103609206819722
1112,0.14583285497272705
1113,0.02612190291094435
1114,0.2750999406750583
1115,0.2123212756086668
1116,0.07070605386807056
1117,0.01520060844720291
1118,0.03121637569780757
1119,0.9107715713790692
1120,0.11711583199776308
1121,0.06115754015423981
1122,0.05231594195481961
1123,0.8723642347370818
1124,0.03559982975928026
1125,0.07459286442306931
1126,0.00803268138992753
1127,0.13735983322211193
1128,0.8778778340310165
1129,0.010055563276491554
1130,0.039821304607461236
1131,0.16879432653450566
1132,0.04483855052159694
1133,0.14492380060963475
1134,0.058682833174380784
1135,0.7824573032975981
1136,0.06738501339901427
1137,0.020769315386856866
1138,0.11062338036563987
1139,0.006109464027797477
1140,0.8404716855201737
1141,0.265570752241317
1142,0.13525387374580342
1143,0.7678369592723386
1144,0.7918316124579512
1145,0.057907581290053696
1146,0.8002713437161988
1147,0.12826858461369053
1148,0.009278762816507444
1149,0.07469393960904044
1150,0.0852212887443677
1151,0.9067571601179341
1152,0.1633323586376897
1153,0.017204910272259438
1154,0.009341948488953072
1155,0.03913135819657113
1156,0.8376981300813999
1157,0.00896462802965885
1158,0.04191805317120846
1159,0.006040499251236704
1160,0.09208878239086972
1161,0.11575022765862067
1162,0.1689877821471517
1163,0.24214177755110258
1164,0.0505492205233466
1165,0.0033437614120961005
1166,0.0031890452714283366
1167,0.0054739932846924475
1168,0.1020727825087088
1169,0.14159472076146565
1170,0.0052358311341208965
1171,0.03109513320141642
1172,0.16303494972648566
1173,0.016536229156826687
1174,0.01999780712226036
1175,0.018517481687673462
1176,0.029047481995522127
1177,0.005238858649286635
1178,0.01378570716638344
1179,0.008274741147332254
1180,0.05886155812245903
1181,0.00836699567031924
1182,0.01853780235691788
1183,0.020484524217717032
1184,0.024053559078171628
1185,0.20921629444076018
1186,0.041081783225075316
1187,0.010336573622963205
1188,0.19938113152186407
1189,0.20148005920395026
1190,0.7346103698054331
1191,0.22954975608420122
1192,0.8716358044489448
1193,0.09579876760054251
1194,0.9291697722147962
1195,0.8366977218514293
1196,0.07555842126196248
1197,0.7688287809241205
1198,0.012708448477818235
1199,0.06195772042122005
1200,0.14795053518718193
1201,0.06776191113776969
1202,0.7651353271372131
1203,0.18162631017446326
1204,0.10859788498521136
1205,0.09592993418973161
1206,0.8155992538036286
1207,0.04749200634103793
1208,0.05345517099358782
1209,0.05025846531658265
1210,0.24220201582232603
1211,0.8668586746911622
1212,0.1480707896140342
1213,0.13191545745880282
1214,0.14541397151956142
1215,0.04448526281804415
1216,0.7814234577583556
1217,0.00577867199740195
1218,0.015291262205148447
1219,0.012103645609110671
1220,0.005976269300903371
1221,0.008709745881727323
1222,0.023242571701919484
1223,0.05124795065308589
1224,0.0032371488556666435
1225,0.04060778090231488
1226,0.020127287983242384
1227,0.06427746378548464
1228,0.028747811158677854
1229,0.005999359325141375
1230,0.9020176364313838
1231,0.08498970275258982
1232,0.13703624344865503
1233,0.008466198348195857
1234,0.0474430384553193
1235,0.01986442940528462
1236,0.16993629195994478
1237,0.06989010244480746
1238,0.03487103928404387
1239,0.18841087276231344
1240,0.2121357479237435
1241,0.015854908060036907
1242,0.171861118528716
1243,0.2052057475797028
1244,0.04478996065300606
1245,0.17394862708837122
1246,0.9039545772918604
